x
California
"Salem, Oregon"
Ì†ºÌ∑±Ì†ºÌ∑∑Ì†ºÌ∑±Ì†ºÌ∑∑Ì†ºÌ∑±Ì†ºÌ∑∑
"Campo Grande, Brasil"
"Providence Village, TX"
Localizando 
Brasil
"Laranjeiras, Rio de Janeiro"
Trying To Land On The Moon
Argentina
"Boston, Massachusetts"
raphoe
"Gaborone, Botswana"
the continent of Hawaii 
"Rio de Janeiro, Brasil"
na merda
mk
"Hamden, CT"
Lima
‚Ä¢ ZN ‚Ä¢ RJ
"rj, zn"
Concei√ß√£o de Macabu
rj
"Chicago, IL"
"V Regi√≥n, Chile"
lugar qualquer Brasil
North Chicago Suburb
"Beverly Hills, CA"
The Void
"Fort Collins, Colorado"
"Boston,Ma"
SC
"Cambridge, MA"
"New York, USA"
"Rio de Janeiro, Brasil"
Êù±‰∫¨ÈÉΩÊñ∞ÂÆøÂå∫
The Danger Zone
"Tijuca, Rio de Janeiro"
"Indianapolis, IN"
Texas
"Baltimore, MD"
Long Island
"Volta Redonda - RJ, Brasil"
california
"Baltimore, MD"
Chile
"Abilene, TX"
"Paracambi, Brasil"
Ciudad Aut√≥noma de Buenos Aire
"Mesquita, Brasil"
"Lakeland, FL"
zn/rj
"Napa, CA"
so ca
"La Serena, Chile"
"Tulsa, OK"
"Manaus, Brasil"
DC / NYC / Dubai
the cut
"New York, NY"
Georgia
"Commerce, TX"
"Waynesville, Missouri"
inglaterra
Kingston Jamaica
"Washington, DC"
Ì†ºÌ∑∫Ì†ºÌ∑≤
"North Carolina, USA"
"Poteau, OK"
it's a strange paradise...
"Columbus, OH"
"Chicago, IL"
southampton
Titletown
Coastal Alabama
Ann Arbor
Olive Branch & Memphis Metro
UA 'Alumna. 
"San Francisco, CA"
"Porto Novo, S√£o Gon√ßalo"
Northumberland
MarsÌ†ΩÌ±Ω
"S√£o Gon√ßalo, Brasil"
"Missouri, USA"
"Los Angeles, CA"
"Marsh Farm, Luton, Beds"
"AZ, CA, CO, FL, NV, TX"
"New Camp City, Brasil"
ilha arao
Saturn
"Louisville, KY"
Probs studying
Setor Sul
DFW Tx
San Francisco CA
"New Jersey, USA"
Utah
"Redondo Beach, CA"
coquimbo
Trabalha e Confia 
Andrade city
Israel
Bras√≠lia-DF
Winterfell
Rj
"Petrolina, Brasil"
grinding
DC Metro Area
onde o fluminense jogar 
Itabora√≠
*between the bay and the river
Faro ‚ö° VRSA
Dipset USA Ì†æÌ∂ÖÌ†ºÌ∑∫Ì†ºÌ∑∏
Minha Casa 
Wisconsin
"Menlo Park, CA"
"Petr√≥polis, Brasil"
"Bridgeport, Chicago"
"Texas, USA"
"Antofagasta, Chile"
"Rio de Janeiro, Brasil"
Brasil
F√©
"Rio de Janeiro, Brasil"
"Nova Igua√ßu, Brasil"
"Bakersfield, CA"
"Lowell, MA"
"Riverside, CA"
errejota
"New York, USA"
Singapore
Complexo de mesquita
Colorado
na merda
Wa
parque pauliceia
"Fullerton, CA"
Bebop
"Capinzal do Norte, Brasil"
"Atlanta, GA"
New Jersey
Between WKU & MTSU
Puta Que Pariu
"San Antonio, TX"
Alabama
Rio de Janeiro
Dirty T
"Atlanta,Georgia"
yamakoma
Rio de Janeiro - RJ
